Invoice #,Invoice Date,Client,Reservation #,Line Item Description,Category,Quantity (hrs/units),Rate ($),Amount ($),Status
INV200568,2023-04-01,Alex Martinez,R100060,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV200569,2023-04-03,Sarah Williams,R100266,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Outstanding
INV200569,2023-04-03,Sarah Williams,R100266,Instructor time - Tom Reyes,Instructor,1.5,75,112.5,Outstanding
INV200570,2023-04-06,Marcus Johnson,R100356,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV200570,2023-04-06,Marcus Johnson,R100356,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200571,2023-04-05,Priya Patel,R100444,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200571,2023-04-05,Priya Patel,R100444,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200572,2023-04-06,Ava Singh,R101274,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Outstanding
INV200572,2023-04-06,Ava Singh,R101274,Instructor time - Tom Reyes,Instructor,2.1,75,157.5,Outstanding
INV200573,2023-04-05,Sarah Williams,R100271,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200573,2023-04-05,Sarah Williams,R100271,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200574,2023-04-07,Priya Patel,R100447,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Outstanding
INV200574,2023-04-07,Priya Patel,R100447,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Outstanding
INV200575,2023-04-08,Mia Foster,R101404,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200575,2023-04-08,Mia Foster,R101404,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV200576,2023-04-07,Mia Foster,R101415,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV200576,2023-04-07,Mia Foster,R101415,Instructor time - Jenny Park,Instructor,1.5,75,112.5,Paid
INV200577,2023-04-07,Sarah Williams,R100252,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.3,190,437.0,Paid
INV200577,2023-04-07,Sarah Williams,R100252,Instructor time - Sarah Phillips,Instructor,2.8,75,210.0,Paid
INV200578,2023-04-07,Lucas Bennett,R101476,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.1,235,493.5,Paid
INV200578,2023-04-07,Lucas Bennett,R101476,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200579,2023-04-07,Sarah Williams,R100270,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.4,190,266.0,Paid
INV200579,2023-04-07,Sarah Williams,R100270,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200580,2023-04-10,Ryan O'Brien,R100728,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.2,185,222.0,Paid
INV200580,2023-04-10,Ryan O'Brien,R100728,Instructor time - Sarah Phillips,Instructor,1.2,75,90.0,Paid
INV200581,2023-04-10,Ava Singh,R101263,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV200581,2023-04-10,Ava Singh,R101263,Instructor time - Tom Reyes,Instructor,1.6,75,120.0,Paid
INV200581,2023-04-10,Ava Singh,R101263,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200582,2023-04-07,Lucas Bennett,R101477,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.0,230,460.0,Paid
INV200582,2023-04-07,Lucas Bennett,R101477,Instructor time - Doug Hayes,Instructor,2.5,75,187.5,Paid
INV200583,2023-04-12,Jamie Chen,R100165,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV200583,2023-04-12,Jamie Chen,R100165,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV200584,2023-04-10,Marcus Johnson,R100354,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.5,230,345.0,Paid
INV200584,2023-04-10,Marcus Johnson,R100354,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200585,2023-04-11,Priya Patel,R100445,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200585,2023-04-11,Priya Patel,R100445,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200586,2023-04-13,Sarah Williams,R100264,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.2,185,407.0,Paid
INV200586,2023-04-13,Sarah Williams,R100264,Instructor time - Sarah Phillips,Instructor,2.5,75,187.5,Paid
INV200586,2023-04-13,Sarah Williams,R100264,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200587,2023-04-13,Priya Patel,R100446,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200587,2023-04-13,Priya Patel,R100446,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200588,2023-04-14,Alex Martinez,R100038,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV200588,2023-04-14,Alex Martinez,R100038,Instructor time - Tom Reyes,Instructor,2.6,75,195.0,Paid
INV200588,2023-04-14,Alex Martinez,R100038,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV200589,2023-04-16,Marcus Johnson,R100353,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.0,230,460.0,Paid
INV200589,2023-04-16,Marcus Johnson,R100353,Instructor time - Sarah Phillips,Instructor,2.5,75,187.5,Paid
INV200589,2023-04-16,Marcus Johnson,R100353,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200590,2023-04-14,Isabella Rodriguez,R101020,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.4,190,266.0,Paid
INV200590,2023-04-14,Isabella Rodriguez,R101020,Instructor time - Doug Hayes,Instructor,1.4,75,105.0,Paid
INV200590,2023-04-14,Isabella Rodriguez,R101020,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV200591,2023-04-17,Mia Foster,R101412,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV200591,2023-04-17,Mia Foster,R101412,Instructor time - Jenny Park,Instructor,1.7,75,127.5,Paid
INV200592,2023-04-17,Ryan O'Brien,R100717,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV200592,2023-04-17,Ryan O'Brien,R100717,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV200592,2023-04-17,Ryan O'Brien,R100717,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV200593,2023-04-18,Ryan O'Brien,R100722,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV200593,2023-04-18,Ryan O'Brien,R100722,Instructor time - Sarah Phillips,Instructor,2.3,75,172.5,Paid
INV200594,2023-04-19,Isabella Rodriguez,R101016,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200594,2023-04-19,Isabella Rodriguez,R101016,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV200594,2023-04-19,Isabella Rodriguez,R101016,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200595,2023-04-17,Jamie Chen,R100164,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.4,175,420.0,Paid
INV200595,2023-04-17,Jamie Chen,R100164,Instructor time - Jenny Park,Instructor,2.9,75,217.5,Paid
INV200595,2023-04-17,Jamie Chen,R100164,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200596,2023-04-19,Ryan O'Brien,R100720,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.4,175,245.0,Paid
INV200596,2023-04-19,Ryan O'Brien,R100720,Instructor time - Sarah Phillips,Instructor,1.4,75,105.0,Paid
INV200596,2023-04-19,Ryan O'Brien,R100720,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200597,2023-04-19,Olivia Nguyen,R100862,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.7,235,399.5,Paid
INV200597,2023-04-19,Olivia Nguyen,R100862,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV200597,2023-04-19,Olivia Nguyen,R100862,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200598,2023-04-21,Ava Singh,R101264,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.3,190,247.0,Outstanding
INV200598,2023-04-21,Ava Singh,R101264,Instructor time - Doug Hayes,Instructor,1.6,75,120.0,Outstanding
INV200599,2023-04-20,Ava Singh,R101265,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV200599,2023-04-20,Ava Singh,R101265,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200600,2023-04-19,Mia Foster,R101394,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.2,185,407.0,Paid
INV200600,2023-04-19,Mia Foster,R101394,Instructor time - Jenny Park,Instructor,2.5,75,187.5,Paid
INV200601,2023-04-22,Priya Patel,R100457,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200601,2023-04-22,Priya Patel,R100457,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV200602,2023-04-21,Ryan O'Brien,R100730,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV200602,2023-04-21,Ryan O'Brien,R100730,Instructor time - Sarah Phillips,Instructor,2.3,75,172.5,Paid
INV200603,2023-04-22,Sofia Garcia,R100767,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV200603,2023-04-22,Sofia Garcia,R100767,Instructor time - Jenny Park,Instructor,2.4,75,180.0,Paid
INV200603,2023-04-22,Sofia Garcia,R100767,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200604,2023-04-23,Alex Martinez,R100056,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV200604,2023-04-23,Alex Martinez,R100056,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200605,2023-04-23,Jamie Chen,R100173,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.2,185,222.0,Paid
INV200605,2023-04-23,Jamie Chen,R100173,Instructor time - Mike Anderson,Instructor,1.2,75,90.0,Paid
INV200606,2023-04-21,Ava Singh,R101276,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.2,175,385.0,Paid
INV200606,2023-04-21,Ava Singh,R101276,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV200607,2023-04-21,Sofia Garcia,R100774,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.4,190,456.0,Paid
INV200607,2023-04-21,Sofia Garcia,R100774,Instructor time - Tom Reyes,Instructor,2.4,75,180.0,Paid
INV200608,2023-04-25,Sofia Garcia,R100773,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV200608,2023-04-25,Sofia Garcia,R100773,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV200609,2023-04-25,Isabella Rodriguez,R101040,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.2,175,385.0,Paid
INV200609,2023-04-25,Isabella Rodriguez,R101040,Instructor time - Doug Hayes,Instructor,2.5,75,187.5,Paid
INV200609,2023-04-25,Isabella Rodriguez,R101040,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200610,2023-04-26,Priya Patel,R100452,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200610,2023-04-26,Priya Patel,R100452,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200610,2023-04-26,Priya Patel,R100452,Ground instruction / briefing,Ground,0.8,65,52.0,Paid
INV200611,2023-04-26,Ava Singh,R101279,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200611,2023-04-26,Ava Singh,R101279,Instructor time - Tom Reyes,Instructor,1.7,75,127.5,Paid
INV200611,2023-04-26,Ava Singh,R101279,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV200612,2023-04-26,Mia Foster,R101409,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV200612,2023-04-26,Mia Foster,R101409,Instructor time - Jenny Park,Instructor,1.9,75,142.5,Paid
INV200613,2023-04-24,Lucas Bennett,R101470,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.5,230,345.0,Paid
INV200613,2023-04-24,Lucas Bennett,R101470,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200614,2023-04-23,Lucas Bennett,R101471,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.4,235,329.0,Paid
INV200614,2023-04-23,Lucas Bennett,R101471,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV200614,2023-04-23,Lucas Bennett,R101471,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV200615,2023-04-26,Priya Patel,R100453,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200615,2023-04-26,Priya Patel,R100453,Instructor time - Tom Reyes,Instructor,2.0,75,150.0,Paid
INV200616,2023-04-29,Ryan O'Brien,R100733,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200616,2023-04-29,Ryan O'Brien,R100733,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200617,2023-04-27,Mia Foster,R101408,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV200617,2023-04-27,Mia Foster,R101408,Instructor time - Jenny Park,Instructor,2.4,75,180.0,Paid
INV200617,2023-04-27,Mia Foster,R101408,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV200618,2023-04-30,Alex Martinez,R100039,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200618,2023-04-30,Alex Martinez,R100039,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV200619,2023-04-30,Sarah Williams,R100269,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.2,175,210.0,Outstanding
INV200619,2023-04-30,Sarah Williams,R100269,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Outstanding
INV200620,2023-04-27,Lucas Bennett,R101478,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
INV200620,2023-04-27,Lucas Bennett,R101478,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV200621,2023-04-28,Ava Singh,R101269,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200621,2023-04-28,Ava Singh,R101269,Instructor time - Tom Reyes,Instructor,1.7,75,127.5,Paid
INV200622,2023-05-02,Jamie Chen,R100160,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV200622,2023-05-02,Jamie Chen,R100160,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV200622,2023-05-02,Jamie Chen,R100160,Ground instruction / briefing,Ground,0.8,65,52.0,Paid
INV200623,2023-05-01,Marcus Johnson,R100349,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.0,235,470.0,Paid
INV200623,2023-05-01,Marcus Johnson,R100349,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV200624,2023-05-03,Ava Singh,R101285,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200625,2023-05-04,Hannah Davis,R100938,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Outstanding
INV200625,2023-05-04,Hannah Davis,R100938,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Outstanding
INV200625,2023-05-04,Hannah Davis,R100938,Ground instruction / briefing,Ground,0.6,65,39.0,Outstanding
INV200626,2023-05-05,Jamie Chen,R100181,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Outstanding
INV200626,2023-05-05,Jamie Chen,R100181,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Outstanding
INV200627,2023-05-09,Mia Foster,R101392,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.4,185,259.0,Outstanding
INV200627,2023-05-09,Mia Foster,R101392,Instructor time - Tom Reyes,Instructor,1.4,75,105.0,Outstanding
INV200628,2023-05-07,Mia Foster,R101411,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200628,2023-05-07,Mia Foster,R101411,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV200629,2023-05-10,Marcus Johnson,R100359,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.4,190,456.0,Paid
INV200630,2023-05-09,Olivia Nguyen,R100850,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.9,235,446.5,Paid
INV200630,2023-05-09,Olivia Nguyen,R100850,Instructor time - Jenny Park,Instructor,1.9,75,142.5,Paid
INV200631,2023-05-08,Olivia Nguyen,R100865,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Outstanding
INV200631,2023-05-08,Olivia Nguyen,R100865,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Outstanding
INV200632,2023-05-18,Ryan O'Brien,R100732,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV200632,2023-05-18,Ryan O'Brien,R100732,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV200632,2023-05-18,Ryan O'Brien,R100732,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200633,2023-05-20,Priya Patel,R100443,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200633,2023-05-20,Priya Patel,R100443,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200634,2023-05-20,Sofia Garcia,R100769,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200634,2023-05-20,Sofia Garcia,R100769,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200635,2023-05-20,Olivia Nguyen,R100858,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.3,230,529.0,Paid
INV200635,2023-05-20,Olivia Nguyen,R100858,Instructor time - Doug Hayes,Instructor,2.6,75,195.0,Paid
INV200636,2023-05-19,Lucas Bennett,R101475,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.0,235,470.0,Paid
INV200636,2023-05-19,Lucas Bennett,R101475,Instructor time - Sarah Phillips,Instructor,2.5,75,187.5,Paid
INV200637,2023-05-21,Alex Martinez,R100057,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.2,190,228.0,Paid
INV200637,2023-05-21,Alex Martinez,R100057,Instructor time - Jenny Park,Instructor,1.2,75,90.0,Paid
INV200637,2023-05-21,Alex Martinez,R100057,Ground instruction / briefing,Ground,0.8,65,52.0,Paid
INV200638,2023-05-22,Hannah Davis,R100915,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV200639,2023-05-24,Olivia Brennan,R101697,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200639,2023-05-24,Olivia Brennan,R101697,Instructor time - Tom Reyes,Instructor,1.7,75,127.5,Paid
INV200640,2023-05-23,Olivia Nguyen,R100856,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.2,235,517.0,Paid
INV200640,2023-05-23,Olivia Nguyen,R100856,Instructor time - Doug Hayes,Instructor,2.7,75,202.5,Paid
INV200641,2023-05-27,Sarah Williams,R100254,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.2,175,385.0,Paid
INV200641,2023-05-27,Sarah Williams,R100254,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200642,2023-05-26,Alex Martinez,R100047,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.4,175,420.0,Paid
INV200642,2023-05-26,Alex Martinez,R100047,Instructor time - Jenny Park,Instructor,2.4,75,180.0,Paid
INV200643,2023-05-27,Jamie Chen,R100180,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200643,2023-05-27,Jamie Chen,R100180,Instructor time - Mike Anderson,Instructor,1.6,75,120.0,Paid
INV200644,2023-05-26,Ryan O'Brien,R100724,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.2,190,418.0,Paid
INV200644,2023-05-26,Ryan O'Brien,R100724,Instructor time - Sarah Phillips,Instructor,2.5,75,187.5,Paid
INV200644,2023-05-26,Ryan O'Brien,R100724,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV200645,2023-05-27,Sarah Williams,R100249,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV200645,2023-05-27,Sarah Williams,R100249,Instructor time - Sarah Phillips,Instructor,2.5,75,187.5,Paid
INV200646,2023-05-30,Priya Patel,R100435,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV200646,2023-05-30,Priya Patel,R100435,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV200647,2023-05-29,Olivia Nguyen,R100860,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.5,235,352.5,Paid
INV200647,2023-05-29,Olivia Nguyen,R100860,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV200648,2023-05-30,Olivia Brennan,R101698,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200648,2023-05-30,Olivia Brennan,R101698,Instructor time - Tom Reyes,Instructor,2.0,75,150.0,Paid
INV200649,2023-06-01,Lucas Bennett,R101473,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200649,2023-06-01,Lucas Bennett,R101473,Instructor time - Doug Hayes,Instructor,1.5,75,112.5,Paid
INV200649,2023-06-01,Lucas Bennett,R101473,Ground instruction / briefing,Ground,1.5,65,97.5,Paid
INV200650,2023-05-31,Alex Martinez,R100041,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV200650,2023-05-31,Alex Martinez,R100041,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV200651,2023-06-01,Jamie Chen,R100161,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200651,2023-06-01,Jamie Chen,R100161,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV200652,2023-06-01,Sarah Williams,R100255,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.2,190,228.0,Paid
INV200652,2023-06-01,Sarah Williams,R100255,Instructor time - Sarah Phillips,Instructor,1.2,75,90.0,Paid
INV200653,2023-06-05,Jamie Chen,R100179,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.3,190,437.0,Paid
INV200653,2023-06-05,Jamie Chen,R100179,Instructor time - Mike Anderson,Instructor,2.6,75,195.0,Paid
INV200654,2023-06-05,Sarah Williams,R100260,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200654,2023-06-05,Sarah Williams,R100260,Instructor time - Sarah Phillips,Instructor,2.3,75,172.5,Paid
INV200655,2023-06-02,Ryan O'Brien,R100734,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.4,175,420.0,Paid
INV200655,2023-06-02,Ryan O'Brien,R100734,Instructor time - Sarah Phillips,Instructor,2.7,75,202.5,Paid
