Reservation #,Flight #,Date,Length (hrs),Reservation Type,Status,Client,Aircraft Tail,Aircraft Make,Aircraft Model,Instructor,Rating Hint (synthetic answer key)
R101474,F051431,2023-07-01,1.3,Dual Flight Training,Completed,Lucas Bennett,N9923R,Cessna,182RG,Sarah Phillips,COM
R100265,F050257,2023-07-02,2.2,Dual Flight Training,Completed,Sarah Williams,N4521P,Cessna,172N,Sarah Phillips,IFR
R100454,F050442,2023-07-02,2.4,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,IFR
R100256,F050248,2023-07-03,1.4,Dual Flight Training,Completed,Sarah Williams,N7732K,Cessna,172S,Sarah Phillips,IFR
R100434,,2023-07-03,0,Dual Flight Training,Canceled,Priya Patel,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R100442,F050430,2023-07-03,1.9,Dual Flight Training,Completed,Priya Patel,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R101045,F051014,2023-07-03,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,PPL
R101294,F051257,2023-07-04,1.7,Dual Flight Training,Completed,Ava Singh,N9923R,Cessna,182RG,Tom Reyes,COM
R101413,F051370,2023-07-08,2.3,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,IFR
R100449,F050437,2023-07-09,1.7,Dual Flight Training,Completed,Priya Patel,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R101044,F051013,2023-07-09,2.3,Student Solo,Completed,Isabella Rodriguez,N4521P,Cessna,172N,,PPL
R101482,F051439,2023-07-10,1.7,Check Ride,Completed,Lucas Bennett,N6603L,Cessna,172S,,COM
R100363,F050353,2023-07-14,2.1,Dual Flight Training,Completed,Marcus Johnson,N3340T,Piper,PA-44-180,Doug Hayes,AMEL
R101414,F051371,2023-07-14,1.3,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Jenny Park,IFR
R100737,,2023-07-15,0,Dual Flight Training,Canceled,Ryan O'Brien,N8814M,Piper,PA-28-181,Sarah Phillips,CFII
R101288,F051252,2023-07-15,2.0,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,COM
R100753,F050730,2023-07-17,2.1,Dual Flight Training,Completed,Sofia Garcia,N8814M,Piper,PA-28-181,Sarah Phillips,PPL
R100857,F050831,2023-07-17,1.4,Dual Flight Training,Completed,Olivia Nguyen,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101289,,2023-07-17,0,Dual Flight Training,Canceled,Ava Singh,N9923R,Cessna,182RG,Tom Reyes,COM
R100870,F050843,2023-07-18,1.8,Dual Flight Training,Completed,Olivia Nguyen,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R101295,,2023-07-19,0,Dual Flight Training,Canceled,Ava Singh,N9923R,Cessna,182RG,Sarah Phillips,COM
R101547,,2023-07-19,1.9,Maintenance,Completed,,N4521P,Cessna,172N,,
R101046,F051015,2023-07-21,2.0,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,PPL
R100772,F050749,2023-07-22,2.1,Dual Flight Training,Completed,Sofia Garcia,N7732K,Cessna,172S,Jenny Park,PPL
R100739,F050716,2023-07-25,1.6,Dual Flight Training,Completed,Ryan O'Brien,N4521P,Cessna,172N,Sarah Phillips,CFII
R101395,F051352,2023-07-25,2.3,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Jenny Park,IFR
R101397,F051354,2023-07-25,2.0,Dual Flight Training,Completed,Mia Foster,N7732K,Cessna,172S,Jenny Park,IFR
R100078,F050075,2023-07-26,1.4,Dual Flight Training,Completed,Alex Martinez,N1175C,Piper,PA-28R-201,Jenny Park,COM
R101555,,2023-07-26,0.7,Maintenance,Completed,,N5567W,Piper,PA-44-180,,
R100451,F050439,2023-07-28,1.4,Dual Flight Training,Completed,Priya Patel,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R100456,F050444,2023-07-28,1.3,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Sarah Phillips,IFR
R100459,F050447,2023-07-28,1.7,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,IFR
R100741,F050718,2023-07-28,2.2,Dual Flight Training,Completed,Ryan O'Brien,N6603L,Cessna,172S,Sarah Phillips,CFII
R101293,F051256,2023-07-28,2.1,Dual Flight Training,Completed,Ava Singh,N1175C,Piper,PA-28R-201,Tom Reyes,COM
R101290,F051253,2023-07-29,2.3,Dual Flight Training,Completed,Ava Singh,N7732K,Cessna,172S,Mike Anderson,COM
R100258,F050250,2023-07-31,1.7,Dual Flight Training,Completed,Sarah Williams,N7732K,Cessna,172S,Sarah Phillips,IFR
R100199,F050192,2023-08-01,1.5,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Mike Anderson,COM
R100736,F050714,2023-08-01,2.4,Dual Flight Training,Completed,Ryan O'Brien,N8814M,Piper,PA-28-181,Sarah Phillips,CFII
R100982,F050951,2023-08-01,1.8,Dual Flight Training,Completed,Christopher Wilson,N5567W,Piper,PA-44-180,Sarah Phillips,AMEL
R100070,F050067,2023-08-02,1.3,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R100438,F050426,2023-08-02,2.1,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,IFR
R100869,F050842,2023-08-03,1.5,Dual Flight Training,Completed,Olivia Nguyen,N5567W,Piper,PA-44-180,Doug Hayes,AMEL
R100864,F050837,2023-08-04,2.2,Dual Flight Training,Completed,Olivia Nguyen,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101298,F051260,2023-08-05,1.3,Dual Flight Training,Completed,Ava Singh,N9923R,Cessna,182RG,Tom Reyes,COM
R100197,F050190,2023-08-06,1.3,Dual Flight Training,Completed,Jamie Chen,N9923R,Cessna,182RG,Mike Anderson,COM
R100455,F050443,2023-08-06,1.8,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,IFR
R101485,F051442,2023-08-06,1.8,Dual Flight Training,Completed,Lucas Bennett,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100189,F050182,2023-08-07,1.9,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,COM
R100259,F050251,2023-08-07,2.2,Dual Flight Training,Completed,Sarah Williams,N7732K,Cessna,172S,Sarah Phillips,IFR
R100912,F050885,2023-08-07,1.2,Dual Flight Training,Completed,Hannah Davis,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R101026,F050995,2023-08-07,1.7,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Mike Anderson,PPL
R101523,F051478,2023-08-07,1.3,Dual Flight Training,Completed,Tyler Brooks,N6603L,Cessna,172S,Doug Hayes,PPL (incomplete)
R100072,F050069,2023-08-09,2.0,Dual Flight Training,Completed,Alex Martinez,N1175C,Piper,PA-28R-201,Jenny Park,COM
R100873,F050846,2023-08-09,1.9,Check Ride,Completed,Olivia Nguyen,N3340T,Piper,PA-44-180,,AMEL
R100920,F050893,2023-08-10,2.2,Dual Flight Training,Completed,Hannah Davis,N6603L,Cessna,172S,Mike Anderson,PPL
R100979,F050949,2023-08-10,1.4,Dual Flight Training,Completed,Christopher Wilson,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R101488,F051445,2023-08-11,1.6,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Mike Anderson,CFI
R100077,F050074,2023-08-12,1.3,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,COM
R100191,F050184,2023-08-12,2.3,Dual Flight Training,Completed,Jamie Chen,N1175C,Piper,PA-28R-201,Mike Anderson,COM
R100432,F050421,2023-08-13,2.1,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Mike Anderson,IFR
R100867,F050840,2023-08-13,1.7,Check Ride,Completed,Olivia Nguyen,N9923R,Cessna,182RG,,COM
R100065,F050062,2023-08-14,1.6,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,COM
R100251,F050243,2023-08-16,2.4,Dual Flight Training,Completed,Sarah Williams,N7732K,Cessna,172S,Sarah Phillips,IFR
R101489,F051446,2023-08-16,1.3,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Sarah Phillips,CFI
R100190,F050183,2023-08-17,2.0,Dual Flight Training,Completed,Jamie Chen,N1175C,Piper,PA-28R-201,Mike Anderson,COM
R100202,F050195,2023-08-17,1.8,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,COM
R100738,F050715,2023-08-17,1.8,Dual Flight Training,Completed,Ryan O'Brien,N6603L,Cessna,172S,Sarah Phillips,CFII
R100911,F050884,2023-08-17,1.5,Dual Flight Training,Completed,Hannah Davis,N6603L,Cessna,172S,Mike Anderson,PPL
R101399,F051356,2023-08-17,1.3,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Jenny Park,IFR
R100922,F050895,2023-08-18,2.0,Dual Flight Training,Completed,Hannah Davis,N4521P,Cessna,172N,Mike Anderson,PPL
R100364,F050354,2023-08-19,2.0,Check Ride,Completed,Marcus Johnson,N5567W,Piper,PA-44-180,,AMEL
R101041,F051010,2023-08-20,1.8,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,PPL
R101286,F051250,2023-08-20,1.9,Dual Flight Training,Completed,Ava Singh,N9923R,Cessna,182RG,Sarah Phillips,COM
R100066,F050063,2023-08-21,1.6,Dual Flight Training,Completed,Alex Martinez,N8814M,Piper,PA-28-181,Jenny Park,COM
R100080,F050077,2023-08-21,1.5,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Mike Anderson,COM
R101553,,2023-08-21,2.9,Maintenance,Completed,,N3340T,Piper,PA-44-180,,
R101297,F051259,2023-08-22,2.4,Dual Flight Training,Completed,Ava Singh,N9923R,Cessna,182RG,Tom Reyes,COM
R101487,F051444,2023-08-23,1.7,Dual Flight Training,Completed,Lucas Bennett,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100437,F050425,2023-08-24,1.5,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,IFR
R100758,F050735,2023-08-24,1.9,Dual Flight Training,Completed,Sofia Garcia,N7732K,Cessna,172S,Jenny Park,PPL
R101515,F051470,2023-08-24,1.4,Dual Flight Training,Completed,Tyler Brooks,N6603L,Cessna,172S,Tom Reyes,PPL (incomplete)
R100742,F050719,2023-08-25,2.0,Dual Flight Training,Completed,Ryan O'Brien,N4521P,Cessna,172N,Sarah Phillips,CFII
R101497,F051453,2023-08-25,1.7,Dual Flight Training,Completed,Lucas Bennett,N6603L,Cessna,172S,Sarah Phillips,CFI
R100980,F050950,2023-08-27,1.6,Dual Flight Training,Completed,Christopher Wilson,N5567W,Piper,PA-44-180,Sarah Phillips,AMEL
R100984,F050953,2023-08-27,1.7,Dual Flight Training,Completed,Christopher Wilson,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R101405,F051362,2023-08-27,1.7,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,IFR
R100079,F050076,2023-08-28,1.7,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R100743,F050720,2023-08-28,2.1,Dual Flight Training,Completed,Ryan O'Brien,N4521P,Cessna,172N,Sarah Phillips,CFII
R100200,F050193,2023-08-29,2.0,Dual Flight Training,Completed,Jamie Chen,N9923R,Cessna,182RG,Mike Anderson,COM
R100450,F050438,2023-08-30,2.2,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,IFR
R100921,F050894,2023-08-30,1.6,Dual Flight Training,Completed,Hannah Davis,N6603L,Cessna,172S,Tom Reyes,PPL
R101299,,2023-08-30,0,Dual Flight Training,Canceled,Ava Singh,N4521P,Cessna,172N,Tom Reyes,COM
R100914,F050887,2023-08-31,2.2,Dual Flight Training,Completed,Hannah Davis,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100196,F050189,2023-09-01,2.3,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,COM
R100928,F050901,2023-09-01,2.0,Dual Flight Training,Completed,Hannah Davis,N7732K,Cessna,172S,Mike Anderson,PPL
R101542,,2023-09-01,2.5,Maintenance,Completed,,N1175C,Piper,PA-28R-201,,
R100977,F050947,2023-09-03,2.0,Dual Flight Training,Completed,Christopher Wilson,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R101031,F051000,2023-09-03,1.8,Student Solo,Completed,Isabella Rodriguez,N7732K,Cessna,172S,,PPL
R101396,F051353,2023-09-03,1.4,Dual Flight Training,Completed,Mia Foster,N7732K,Cessna,172S,Jenny Park,IFR
R100192,F050185,2023-09-04,1.7,Dual Flight Training,Completed,Jamie Chen,N1175C,Piper,PA-28R-201,Mike Anderson,COM
R100763,F050740,2023-09-04,1.8,Dual Flight Training,Completed,Sofia Garcia,N4521P,Cessna,172N,Jenny Park,PPL
R101525,F051480,2023-09-04,1.5,Dual Flight Training,Completed,Tyler Brooks,N6603L,Cessna,172S,Doug Hayes,PPL (incomplete)
R101015,F050984,2023-09-05,2.1,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Sarah Phillips,PPL
R101491,F051448,2023-09-05,1.4,Dual Flight Training,Completed,Lucas Bennett,N7732K,Cessna,172S,Sarah Phillips,CFI
R101300,F051261,2023-09-06,1.6,Dual Flight Training,Completed,Ava Singh,N1175C,Piper,PA-28R-201,Mike Anderson,COM
R101402,F051359,2023-09-06,1.9,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Jenny Park,IFR
R101513,F051468,2023-09-06,1.6,Dual Flight Training,Completed,Tyler Brooks,N6603L,Cessna,172S,Doug Hayes,PPL (incomplete)
R100740,F050717,2023-09-07,1.8,Dual Flight Training,Completed,Ryan O'Brien,N4521P,Cessna,172N,Sarah Phillips,CFII
R101037,F051006,2023-09-07,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,PPL
R100378,F050368,2023-09-08,1.9,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100074,F050071,2023-09-09,2.2,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R100261,F050253,2023-09-09,2.1,Dual Flight Training,Completed,Sarah Williams,N6603L,Cessna,172S,Sarah Phillips,IFR
R100985,F050954,2023-09-09,2.0,Dual Flight Training,Completed,Christopher Wilson,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R101519,F051474,2023-09-10,1.4,Dual Flight Training,Completed,Tyler Brooks,N8814M,Piper,PA-28-181,Doug Hayes,PPL (incomplete)
R101291,F051254,2023-09-11,1.9,Dual Flight Training,Completed,Ava Singh,N9923R,Cessna,182RG,Tom Reyes,COM
R100068,F050065,2023-09-13,2.4,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R100365,F050355,2023-09-13,1.4,Dual Flight Training,Completed,Marcus Johnson,N7732K,Cessna,172S,Mike Anderson,CFI
R100460,F050448,2023-09-13,1.6,Check Ride,Completed,Priya Patel,N4521P,Cessna,172N,,IFR
R101527,F051482,2023-09-13,1.9,Dual Flight Training,Completed,Tyler Brooks,N4521P,Cessna,172N,Doug Hayes,PPL (incomplete)
R100273,F050265,2023-09-14,1.6,Check Ride,Completed,Sarah Williams,N6603L,Cessna,172S,,IFR
R101287,F051251,2023-09-14,2.2,Dual Flight Training,Completed,Ava Singh,N1175C,Piper,PA-28R-201,Tom Reyes,COM
R101493,F051449,2023-09-14,2.1,Dual Flight Training,Completed,Lucas Bennett,N6603L,Cessna,172S,Mike Anderson,CFI
R100376,F050366,2023-09-15,2.0,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,CFI
R101014,F050983,2023-09-17,1.2,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,PPL
R100978,F050948,2023-09-19,1.4,Dual Flight Training,Completed,Christopher Wilson,N5567W,Piper,PA-44-180,Sarah Phillips,AMEL
R101524,F051479,2023-09-19,1.5,Dual Flight Training,Completed,Tyler Brooks,N4521P,Cessna,172N,Doug Hayes,PPL (incomplete)
R100371,F050361,2023-09-20,1.7,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100744,F050721,2023-09-20,2.1,Check Ride,Completed,Ryan O'Brien,N8814M,Piper,PA-28-181,,CFII
R100075,F050072,2023-09-22,1.6,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R101486,F051443,2023-09-22,1.6,Dual Flight Training,Completed,Lucas Bennett,N6603L,Cessna,172S,Sarah Phillips,CFI
R100198,F050191,2023-09-23,1.9,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Mike Anderson,COM
R100934,F050907,2023-09-23,1.5,Dual Flight Training,Completed,Hannah Davis,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100071,F050068,2023-09-24,2.3,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R100073,F050070,2023-09-24,2.3,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R101296,F051258,2023-09-24,2.3,Dual Flight Training,Completed,Ava Singh,N1175C,Piper,PA-28R-201,Tom Reyes,COM
R100067,F050064,2023-09-25,2.4,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Sarah Phillips,COM
R100933,F050906,2023-09-25,2.4,Dual Flight Training,Completed,Hannah Davis,N6603L,Cessna,172S,Mike Anderson,PPL
R101520,F051475,2023-09-25,1.9,Dual Flight Training,Completed,Tyler Brooks,N6603L,Cessna,172S,Doug Hayes,PPL (incomplete)
R100983,F050952,2023-09-26,1.8,Dual Flight Training,Completed,Christopher Wilson,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R100919,F050892,2023-09-27,2.3,Dual Flight Training,Completed,Hannah Davis,N4521P,Cessna,172N,Mike Anderson,PPL
R100981,,2023-09-27,0,Dual Flight Training,Canceled,Christopher Wilson,N3340T,Piper,PA-44-180,Sarah Phillips,AMEL
R100777,F050754,2023-09-28,2.2,Dual Flight Training,Completed,Sofia Garcia,N8814M,Piper,PA-28-181,Jenny Park,PPL
R101401,F051358,2023-09-29,1.6,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Jenny Park,IFR
R101494,F051450,2023-09-30,2.0,Dual Flight Training,Completed,Lucas Bennett,N7732K,Cessna,172S,Sarah Phillips,CFI
R100368,F050358,2023-10-01,1.3,Dual Flight Training,Completed,Marcus Johnson,N4521P,Cessna,172N,Sarah Phillips,CFI
R100746,F050723,2023-10-03,1.7,Dual Flight Training,Completed,Ryan O'Brien,N3340T,Piper,PA-44-180,Sarah Phillips,MEI
R100986,F050955,2023-10-03,1.5,Check Ride,Completed,Christopher Wilson,N5567W,Piper,PA-44-180,,AMEL
R100366,F050356,2023-10-04,1.7,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Jenny Park,CFI
R100275,F050267,2023-10-05,2.0,Dual Flight Training,Completed,Sarah Williams,N9923R,Cessna,182RG,Sarah Phillips,COM
R100188,F050181,2023-10-07,1.9,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,COM
R100081,F050078,2023-10-08,1.7,Dual Flight Training,Completed,Alex Martinez,N1175C,Piper,PA-28R-201,Jenny Park,COM
R100370,F050360,2023-10-08,1.6,Dual Flight Training,Completed,Marcus Johnson,N7732K,Cessna,172S,Sarah Phillips,CFI
R100069,F050066,2023-10-09,1.6,Dual Flight Training,Completed,Alex Martinez,N9923R,Cessna,182RG,Jenny Park,COM
R100747,F050724,2023-10-09,2.1,Dual Flight Training,Completed,Ryan O'Brien,N3340T,Piper,PA-44-180,Sarah Phillips,MEI
R100076,F050073,2023-10-10,2.1,Dual Flight Training,Completed,Alex Martinez,N1175C,Piper,PA-28R-201,Jenny Park,COM
R101301,F051262,2023-10-10,1.7,Check Ride,Completed,Ava Singh,N1175C,Piper,PA-28R-201,,COM
R101403,F051360,2023-10-10,1.8,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Sarah Phillips,IFR
R101496,F051452,2023-10-10,2.1,Dual Flight Training,Completed,Lucas Bennett,N6603L,Cessna,172S,Sarah Phillips,CFI
R101498,F051454,2023-10-11,1.2,Dual Flight Training,Completed,Lucas Bennett,N7732K,Cessna,172S,Sarah Phillips,CFI
R101033,F051002,2023-10-12,2.0,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,PPL
R101538,,2023-10-12,2.9,Maintenance,Completed,,N6603L,Cessna,172S,,
R101483,F051440,2023-10-13,1.4,Dual Flight Training,Completed,Lucas Bennett,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100082,F050079,2023-10-15,1.6,Check Ride,Completed,Alex Martinez,N6603L,Cessna,172S,,COM
R100374,F050364,2023-10-17,1.3,Dual Flight Training,Completed,Marcus Johnson,N4521P,Cessna,172N,Sarah Phillips,CFI
R100471,F050459,2023-10-17,1.9,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,COM
R100942,F050913,2023-10-17,1.3,Dual Flight Training,Completed,Hannah Davis,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100750,F050727,2023-10-18,2.1,Dual Flight Training,Completed,Ryan O'Brien,N5567W,Piper,PA-44-180,Sarah Phillips,MEI
R100768,F050745,2023-10-18,1.5,Student Solo,Completed,Sofia Garcia,N8814M,Piper,PA-28-181,,PPL
R100201,F050194,2023-10-22,1.2,Dual Flight Training,Completed,Jamie Chen,N9923R,Cessna,182RG,Mike Anderson,COM
R101032,F051001,2023-10-22,1.4,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,PPL
R101398,F051355,2023-10-22,1.9,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Tom Reyes,IFR
R101514,F051469,2023-10-24,1.9,Dual Flight Training,Completed,Tyler Brooks,N6603L,Cessna,172S,Doug Hayes,PPL (incomplete)
R100466,F050454,2023-10-25,1.7,Dual Flight Training,Completed,Priya Patel,N1175C,Piper,PA-28R-201,Sarah Phillips,COM
R100186,F050179,2023-10-26,2.2,Dual Flight Training,Completed,Jamie Chen,N9923R,Cessna,182RG,Doug Hayes,COM
R101490,F051447,2023-10-26,1.6,Dual Flight Training,Completed,Lucas Bennett,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100464,F050452,2023-10-27,1.6,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Tom Reyes,COM
R101500,F051456,2023-10-27,2.1,Dual Flight Training,Completed,Lucas Bennett,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
R100467,F050455,2023-10-30,1.2,Dual Flight Training,Completed,Priya Patel,N9923R,Cessna,182RG,Sarah Phillips,COM
R100472,F050460,2023-10-30,1.5,Dual Flight Training,Completed,Priya Patel,N8814M,Piper,PA-28-181,Sarah Phillips,COM
R100473,F050461,2023-10-30,1.6,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,COM
R100945,F050916,2023-10-30,1.5,Check Ride,Completed,Hannah Davis,N4521P,Cessna,172N,,PPL
R101592,F051512,2023-10-30,1.1,Introductory Flight,Completed,Michael Sanders,N8814M,Piper,PA-28-181,Tom Reyes,
R100372,F050362,2023-10-31,2.1,Dual Flight Training,Completed,Marcus Johnson,N7732K,Cessna,172S,Sarah Phillips,CFI
R100274,F050266,2023-11-01,1.3,Dual Flight Training,Completed,Sarah Williams,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101495,F051451,2023-11-01,2.1,Dual Flight Training,Completed,Lucas Bennett,N6603L,Cessna,172S,Sarah Phillips,CFI
R100187,F050180,2023-11-02,1.3,Dual Flight Training,Completed,Jamie Chen,N1175C,Piper,PA-28R-201,Mike Anderson,COM
R101039,F051008,2023-11-02,2.1,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,PPL
R100194,F050187,2023-11-03,1.5,Dual Flight Training,Completed,Jamie Chen,N9923R,Cessna,182RG,Mike Anderson,COM
R100195,F050188,2023-11-03,1.9,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,COM
R100745,F050722,2023-11-03,1.7,Dual Flight Training,Completed,Ryan O'Brien,N5567W,Piper,PA-44-180,Sarah Phillips,MEI
R101492,,2023-11-03,0,Dual Flight Training,Canceled,Lucas Bennett,N8814M,Piper,PA-28-181,Sarah Phillips,CFI
